hcpcs,service,mue_value,mai,rationale,effective_date,source
0250U,practitioner,1,3,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0251U,practitioner,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0252U,practitioner,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0253T,practitioner,1,3,Nature of Service/Procedure,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0253U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0254U,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0255U,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0256U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0257U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0258U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0259U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0260U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0261U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0262U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0263T,practitioner,1,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0263U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0264T,practitioner,1,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0264U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0265T,practitioner,1,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0265U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0266U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0267U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0268U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0269U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0270U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0271U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0272U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0273U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0274T,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0274U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0275U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0276U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0277U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0278T,practitioner,1,3,Nature of Service/Procedure,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0278U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0279U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0280U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0281U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0282U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0283U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0284U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0285U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0286U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0287U,practitioner,2,3,Nature of Service/Procedure,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0288U,practitioner,1,3,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0289U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0290U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0291U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0292U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0293U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0294U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0295U,practitioner,1,3,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0296U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0297U,practitioner,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0298U,practitioner,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0299U,practitioner,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0300U,practitioner,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0301U,practitioner,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0302U,practitioner,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0303U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0304U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0305U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0306U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0307U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0308T,practitioner,1,3,Nature of Service/Procedure,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0308U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0309U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0310U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0311U,practitioner,6,3,Nature of Service/Procedure,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0312U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0313U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0314U,practitioner,1,3,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0315U,practitioner,1,3,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0316U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0317U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0318U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0319U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0320U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0321U,practitioner,1,3,Nature of Service/Procedure,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0322U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0323U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0326U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0327U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0328U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0329T,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0329U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0330T,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0330U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0331T,practitioner,1,3,Nature of Service/Procedure,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0331U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0332T,practitioner,1,3,Nature of Service/Procedure,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0332U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0333T,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0333U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0334U,practitioner,1,3,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0335T,practitioner,2,2,Anatomic Consideration,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0335U,practitioner,2,3,Clinical: CMS Workgroup,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0336U,practitioner,1,3,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0337U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0338T,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0338U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0339T,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0339U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0340U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0341U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0342T,practitioner,1,3,Nature of Service/Procedure,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0342U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0343U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0344U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0345T,practitioner,1,2,Anatomic Consideration,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0345U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0347T,practitioner,1,3,Clinical: CMS Workgroup,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0347U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0348T,practitioner,1,3,Nature of Service/Procedure,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0348U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0349T,practitioner,1,3,Nature of Service/Procedure,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0349U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0350T,practitioner,1,3,Nature of Service/Procedure,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0350U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0351T,practitioner,5,3,Clinical: CMS Workgroup,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0351U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0352T,practitioner,5,3,Clinical: CMS Workgroup,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0353T,practitioner,2,3,Clinical: CMS Workgroup,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0354T,practitioner,2,3,Clinical: CMS Workgroup,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0355U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0356U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0358T,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0358U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0359U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0360U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0362T,practitioner,16,3,Clinical: CMS Workgroup,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0362U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0363U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0364U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0365U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0366U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0367U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0368U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0371U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0372U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0373T,practitioner,24,3,Clinical: Society Comment,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0375U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0376U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0377U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0378T,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0378U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0379T,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0379U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0381U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0382U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0383U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0384U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0385U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0387U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0388U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0389U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0390U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0391U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0392U,practitioner,1,3,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0393U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0394U,practitioner,1,3,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0395T,practitioner,2,3,Nature of Service/Procedure,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0395U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0397T,practitioner,1,3,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0398U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0399U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0400U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0401U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0402T,practitioner,2,2,Anatomic Consideration,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0402U,practitioner,2,3,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0403T,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0403U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0404U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0405U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0406U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0407U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0408T,practitioner,1,3,Nature of Service/Procedure,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0408U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0409T,practitioner,1,3,Nature of Service/Procedure,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0409U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0410T,practitioner,1,3,Nature of Service/Procedure,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0410U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0411T,practitioner,1,3,Nature of Service/Procedure,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0411U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0412T,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0412U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0413T,practitioner,1,3,Nature of Service/Procedure,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0413U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0414T,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0414U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0415T,practitioner,1,3,Nature of Service/Procedure,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0415U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0416T,practitioner,1,3,Nature of Service/Procedure,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0417T,practitioner,1,3,Nature of Service/Procedure,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0417U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0418T,practitioner,1,3,Nature of Service/Procedure,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0418U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0419T,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0419U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0420T,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0420U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0421U,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
0422T,practitioner,1,3,Nature of Service/Procedure,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
