col1,col2,modifier_indicator,service,effective_date,source
0460U,80503,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0460U,80504,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0460U,80505,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0460U,81228,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0460U,81434,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0460U,81439,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0460U,81445,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0460U,81448,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0460U,81450,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0460U,81504,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0460U,81528,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0460U,84311,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0460U,88271,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0460U,88272,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0460U,88273,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0460U,88274,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0460U,88275,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0460U,88291,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0460U,88365,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0460U,88366,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0460U,88367,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0460U,88368,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0460U,88374,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0460U,88377,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0460U,96523,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0460U,G0452,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,0005U,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,0006M,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,0007M,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,0011M,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,0012M,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,0013M,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,0069U,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,0089U,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,0113U,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,0228U,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,0238U,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,0348U,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,0363U,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,36591,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,36592,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,80503,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,80504,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,80505,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,81228,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,81445,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,81450,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,81504,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,81528,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,84311,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,88271,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,88272,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,88273,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,88274,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,88275,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,88291,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,88365,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,88366,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,88367,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,88368,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,88374,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,88377,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,96523,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,G0452,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0463U,0502U,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0464U,0453U,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0464U,0496U,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0465U,36591,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0465U,36592,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0465U,80503,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0465U,80504,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0465U,80505,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0465U,81400,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0465U,81401,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0465U,81402,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0465U,81403,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0465U,81404,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0465U,81405,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0465U,81406,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0465U,81407,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0465U,84311,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0465U,88271,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0465U,88272,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0465U,88273,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0465U,88274,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0465U,88275,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0465U,88291,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0465U,88365,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0465U,88366,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0465U,88367,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0465U,88368,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0465U,88374,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0465U,88377,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0465U,96523,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0465U,G0452,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0466U,36591,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0466U,36592,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0466U,80503,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0466U,80504,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0466U,80505,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0466U,96523,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0467U,36591,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0467U,36592,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0467U,80503,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0467U,80504,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0467U,80505,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0467U,84311,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0467U,88271,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0467U,88272,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0467U,88273,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0467U,88274,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0467U,88275,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0467U,88291,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0467U,88365,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0467U,88366,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0467U,88367,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0467U,88368,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0467U,88374,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0467U,88377,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0467U,96523,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0467U,G0452,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0468U,36591,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0468U,36592,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0468U,80076,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0468U,80503,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0468U,80504,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0468U,80505,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0468U,81517,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0468U,83036,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0468U,96523,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0469U,0327U,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0469U,36591,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0469U,36592,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0469U,80503,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0469U,80504,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0469U,80505,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0469U,81228,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0469U,81350,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0469U,81422,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0469U,81439,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0469U,81448,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0469U,81507,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0469U,96523,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0469U,G0452,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0470U,0502U,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0470U,36591,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0470U,36592,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0470U,80503,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0470U,80504,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0470U,80505,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0470U,81400,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0470U,81401,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0470U,81402,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0470U,81403,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0470U,81404,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0470U,81405,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0470U,81406,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0470U,84311,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0470U,88271,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0470U,88272,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0470U,88273,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0470U,88274,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0470U,88275,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0470U,88291,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0470U,88365,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0470U,88366,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0470U,88367,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0470U,88368,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0470U,88374,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0470U,88377,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0470U,96523,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0470U,G0452,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0470U,G0476,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0471U,0453U,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0475U,0460U,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0475U,0461U,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0475U,0512U,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0475U,0513U,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0476U,0519U,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0476U,36591,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0476U,36592,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0476U,80503,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0476U,80504,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0476U,80505,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0476U,81225,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0476U,81227,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0476U,81230,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0476U,81231,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0476U,81306,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0476U,81335,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0476U,84311,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0476U,88271,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0476U,88272,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0476U,88273,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0476U,88274,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0476U,88275,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0476U,88291,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0476U,88367,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0476U,88374,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0476U,88377,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0476U,96523,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0476U,G0452,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0477U,0519U,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0477U,36591,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0477U,36592,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0477U,80503,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0477U,80504,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0477U,80505,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0477U,81225,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0477U,81227,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0477U,81230,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0477U,81231,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0477U,81306,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0477U,81335,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
