ccn,provider_name,address,city,state,zip,county,ownership,certification_date,source,source_date
05T238,METHODIST HOSP S CALIFORNIA,300 W HUNTINGTON DR -,ARCADIA,CA,91007,Los Angeles,Non-profit,01/01/1985,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
05T239,ADVENTIST HEALTH - GLENDALE,1509 WILSON TERRACE -,GLENDALE,CA,91206,Los Angeles,Non-profit,01/01/1984,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
05T242,DOMINICAN HOSPITAL,1555 SOQUEL DRIVE -,SANTA CRUZ,CA,95065,Santa Cruz,Non-profit,06/01/1993,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
05T243,DESERT REGIONAL MEDICAL CENTER,1150 N. INDIAN CANYON DR -,PALM SPRINGS,CA,92263,Riverside,For profit,05/20/2001,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
05T248,SAM KARAS ARU - NATIVIDAD,1441 CONSTITUTION BOULEVARD -,SALINAS,CA,93906,Monterey,Government,07/01/2003,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
05T262,UCLA MED CTR,760 WESTWOOD PLAZA -,LOS ANGELES,CA,90095,Los Angeles,Government,07/01/1996,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
05T281,ALHAMBRA HOSPITAL MEDICAL CENTER,100 S. RAYMOND AVENUE -,ALHAMBRA,CA,91801,Los Angeles,For profit,07/01/1999,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
05T283,VALLEY MEMORIAL HOSPITAL,1111 EAST STANLEY BLVD. -,LIVERMORE,CA,94550,Alameda,Non-profit,07/01/2003,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
05T308,EL CAMINO HOSP OF LOS GATOS,355 DARDANELLI -,LOS GATOS,CA,95032,Santa Clara,Government,07/01/2010,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
05T309,SUTTER ROSEVILLE MEDICAL CENTER,6 MEDICAL PLAZA DRIVE -,ROSEVILLE,CA,95661,Placer,Non-profit,01/01/2009,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
05T320,FAIRMONT HOSPITAL,15400 FOOTHILL BLVD -,SAN LEANDRO,CA,94578,Alameda,Government,07/01/1985,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
05T327,LOMA LINDA UNIVERSITY MEDICAL CENTER,11234 ANDERSON ST. -,LOMA LINDA,CA,92354,San Bernardino,Non-profit,01/01/2005,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
05T336,ADVENTIST HEALTH LODI MEMORIAL,975 SOUTH FAIRMONT AVE -,LODI,CA,95240,San Joaquin,Non-profit,06/01/1988,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
05T348,UNIV OF CA IRVINE MED CTR,101 THE CITY DRIVE -,ORANGE,CA,92868,Orange,Government,07/01/1991,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
05T380,GOOD SAMARITAN HOSPITAL,15891 LOS-GATOS-ALMADEN ROAD -,SAN JOSE,CA,95032,Santa Clara,For profit,02/01/2006,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
05T382,QUEEN OF THE VALLEY HOSPITAL,1115 S. SUNSET AVENUE -,WEST COVINA,CA,91790,Los Angeles,For profit,01/01/2008,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
05T396,COTTAGE REHABILITATION HOSPITAL,PO BOX 689 -,SANTA BARBARA,CA,93105,Santa Barbara,Non-profit,01/01/2008,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
05T417,SUTTER COAST HOSPITAL,800 EAST WASHINGTON BLVD -,CRESCENT CITY,CA,95531,Del Norte,Government,01/01/2016,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
05T438,HUNTINGTON HOSPITAL,100 W. CALIFORNIA BLVD -,PASADENA,CA,91105,Los Angeles,Non-profit,10/01/1983,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
05T441,STANFORD HOSPITAL & CLINICS,300 PASTEUR DR -,PALO ALTO,CA,94305,Santa Clara,Non-profit,09/01/1992,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
05T457,ST MARYS MEDICAL CENTER,450 STANYAN ST. -,SAN FRANCISCO,CA,94117,San Francisco,Non-profit,07/01/2005,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
05T471,GOOD SAMARITAN HOSPITAL,1225 WILSHIRE BLVD -,LOS ANGELES,CA,90017,Los Angeles,For profit,09/02/1984,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
05T485,MEMORIACARE LONG BEACH MEDICAL CENTER,2801 ATLANTIC AVENUE -,LONG BEACH,CA,90806,Los Angeles,Non-profit,10/01/1983,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
05T498,SUTTER AUBURN FAITH HOSPITAL,11815 EDUCATION STREET -,AUBURN,CA,95603,Placer,Non-profit,01/01/1988,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
05T549,LOS ROBLES HOSPITAL MEDICAL CENTER,150 VIA MERIDA -,WESTLAKE VILLAGE,CA,91362,Ventura,For profit,01/01/1999,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
05T567,MISSION HOSPITAL,27700 MEDICAL CENTER RD -,MISSION VIEJO,CA,92691,Orange,Non-profit,01/01/1993,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
05T580,LA PALMA INTERCOMMUNITY HOSPITAL,7901 WALKER STREET -,LA PALMA,CA,90623,Orange,For profit,01/01/1984,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
05T603,SADDLEBACK MEMORIAL MEDICAL CENTER,24451 HEALTH CENTER DRIVE -,LAGUNA HILLS,CA,92653,Orange,Non-profit,03/17/2005,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
05T624,HENRY MAYO NEWHALL MEM HOSP,23834 MCBEAN PKWY -,VALENCIA,CA,91355,Los Angeles,Non-profit,10/01/1994,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
05T668,LAGUNA HONDA HOSPITAL,375 LAGUNA HONDA BLVD. -,SAN FRANCISCO,CA,94116,San Francisco,Government,03/28/1995,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
05T717,LAC/RANCHO LOS AMIGOS NATIONAL MED CTR,7601 E IMPERIAL HWY -,DOWNEY,CA,90242,Orange,Government,07/01/1997,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
05T737,GARFIELD MEDICAL CENTER,525 N. GARFIELD AVENUE -,MONTEREY PARK,CA,91754,Los Angeles,For profit,11/01/2004,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
05T739,CENTINELA HOSPITAL MEDICAL CTR,1101 MEDICAL CENTER BOULEVARD -,INGLEWOOD,CA,90301,Los Angeles,For profit,01/01/2013,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
05T782,CASA COLINA HOSP FOR REHAB MEDICINE,255 E BONITA AVE PO BOX 6001,POMONA,CA,91769,Los Angeles,Non-profit,04/01/2016,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
05TA46,KINDRED HOSPITAL PARAMOUNT,16453 COLORADO AVENUE -,PARAMOUNT,CA,90723,Los Angeles,For profit,01/14/2024,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
063027,HCA HEALTHONE SPALDING REHABILITATION,900 POTOMAC ST -,AURORA,CO,80011,Arapahoe,For profit,07/01/1984,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
063030,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF CO SPG,325 S PARKSIDE DR -,COLORADO SPRINGS,CO,80910,El Paso,For profit,01/16/1991,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
063033,"NORTHERN COLORADO REHABILITATION HOSPITAL, INC",4401 UNION ST -,JOHNSTOWN,CO,80534,Larimer,Non-profit,08/24/2005,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
063034,ENCOMPASS HEALTH REHAB HOSPITAL OF LITTLETON,1001 W MINERAL AVE -,LITTLETON,CO,80120,Arapahoe,For profit,06/10/2013,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
063035,DENVER REGIONAL REHABILITATION HOSPITAL,8451 PEARL ST STE 101 -,THORNTON,CO,80229,Adams,For profit,08/10/2018,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
063036,REUNION REHABILITATION HOSPITAL DENVER,4650 CENTRAL PARK BLVD -,DENVER,CO,80238,Denver,For profit,04/22/2021,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
063037,PAM HEALTH REHABILITATION HOSPITAL OF WESTMINSTER,6500 W 104TH AVE -,WESTMINSTER,CO,80020,Jefferson,For profit,10/08/2021,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
063038,REUNION REHABILITATION HOSPITAL INVERNESS,372 INVERNESS DR S -,ENGLEWOOD,CO,80112,Douglas,For profit,03/04/2022,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
063039,PAM HEALTH REHABILITATION HOSPITAL OF GREELEY,6810 10TH ST -,GREELEY,CO,80634,Weld,Non-profit,03/20/2024,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
06T006,MONTROSE MEMORIAL HOSPITAL,800 S 3RD ST -,MONTROSE,CO,81401,Montrose,Non-profit,01/01/2018,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
06T010,POUDRE VALLEY HOSPITAL,1024 S LEMAY AVE -,FORT COLLINS,CO,80524,Larimer,Non-profit,07/01/2018,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
06T015,COMMONSPIRIT ST. ANTHONY HOSPITAL,11600 W 2ND PLACE -,LAKEWOOD,CO,80228,Denver,Non-profit,07/01/2000,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
06T020,PARKVIEW MEDICAL CENTER,400 W. 16TH ST. -,PUEBLO,CO,81003,Pueblo,Non-profit,07/01/1994,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
06T022,UNIVERSITY OF COLORADO HEALTH - MEMORIAL HEALTH,MEMORIAL HOSPITAL CENTRAL 1400 E. BOULDER,COLORADO SPRINGS,CO,80909,El Paso,Government,07/01/2020,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
06T023,ST. MARYS HOSPITAL AND MEDICAL CENTER INC,2635 7TH ST BOX 1628,GRAND JUNCTION,CO,81501,Mesa,Non-profit,06/01/1996,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
06T024,UNIVERSITY OF COLORADO HOSP,12401 E 17TH AVE CMS F-728 -,AURORA,CO,80045,Denver,Government,07/01/2018,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
06T031,CAPRON NEURO AND TRAUMA REHABILITATION CENTER,6001 E WOODMEN R 6TH FLOOR,COLORADO SPRINGS,CO,80923,El Paso,Non-profit,07/01/2017,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
06T034,SWEDISH GENERAL REHABILITATION,501 E. HAMPDEN AVE. -,ENGLEWOOD,CO,80113,Arapahoe,For profit,01/01/2019,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
06T064,PORTER ADVENTIST HOSPITAL,2525 S. DOWNING ST. -,DENVER,CO,80210,Denver,Non-profit,01/01/1996,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
06T112,SKY RIDGE MEDICAL CENTER,10101 RIDGEGATE PKWY -,LONE TREE,CO,80124,Douglas,Non-profit,07/01/2023,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
06T129,BROOMFIELD HOSPITAL,11820 DESTINATION DRIVE -,BROOMFIELD,CO,80021,Jefferson,For profit,07/01/2019,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
06TA09,KINDRED HOSPITAL-DENVER,1920 N HIGH ST -,DENVER,CO,80218,Denver,For profit,09/01/2021,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
073025,MOUNT SINAI REHABILITATION HOSPITAL INC,490 BLUE HILLS AVENUE -,HARTFORD,CT,06112,Hartford,Non-profit,06/15/1995,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
07T006,THE STAMFORD HOSPITAL,ONE HOSPITAL PLAZA -,STAMFORD,CT,06902,Fairfield,Non-profit,10/01/2001,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
07T007,LAWRENCE MEMORIAL HOSPITAL,365 MONTAUK AVE -,NEW LONDON,CT,06320,New London,Non-profit,10/01/1983,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
07T022,YALE NEW HAVEN HOSPITAL,300 SEASIDE AVENUE -,MILFORD,CT,06460,New Haven,Non-profit,09/12/2012,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
07T025,HARTFORD HOSPITAL INPATIENT REHAB FACILITY,80 SEYMOUR STREET; CONKLIN CB6 -,HARTFORD,CT,06102,Hartford,Non-profit,10/01/2018,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
07T028,ST VINCENT'S MEDICAL CENTER,2800 MAIN STREET 10 EAST,BRIDGEPORT,CT,06606,Fairfield,Non-profit,10/01/1999,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
07T033,DANBURY HOSPITAL,24 HOSPITAL AVENUE -,DANBURY,CT,06810,Fairfield,Non-profit,10/01/1983,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
083026,ENCOMPASS HEALTH REHAB HOSPITAL OF MIDDLETOWN,250 EAST HAMPDEN ROAD -,MIDDLETOWN,DE,19709,New Castle,For profit,01/13/2015,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
083027,PAM REHABILITATION HOSPITAL OF DOVER,1240 MCKEE ROAD -,DOVER,DE,19904,Kent,For profit,03/21/2019,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
083028,PAM HEALTH REHABILITATION HOSPITAL OF GEORGETOWN L,22303 DUPONT BLVD -,GEORGETOWN,DE,19947,Sussex,For profit,01/27/2023,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
08T001,CENTER FOR REHABILITATION AT WILMINGTON HOSPITAL,501 WEST 14TH STREET -,WILMINGTON,DE,19899,New Castle,Non-profit,07/01/1994,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
093025,MEDSTAR NATIONAL REHABILITATION HOSPITAL,102 IRVING STREET NW -,WASHINGTON,DC,20010,District Of Columbia,Non-profit,02/25/1986,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
09T001,THE GEORGE WASHINGTON UNIV HOSP,900 23RD ST NW -,WASHINGTON,DC,20037,District Of Columbia,For profit,07/01/1984,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
103026,ST CATHERINE'S REHABILITATION HOSPITAL,1050 NE 125TH ST -,NORTH MIAMI,FL,33161,MIAMI-DADE,Non-profit,02/07/1984,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
103027,ST ANTHONY'S REHABILITATION HOSPITAL,3487 NW 30TH ST -,LAUDERDALE LAKES,FL,33311,Broward,Non-profit,11/02/1984,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
103028,ENCOMPASS HEALTH REHAB HOSPITAL OF SUNRISE,4399 NOB HILL RD -,SUNRISE,FL,33351,Broward,For profit,04/02/1985,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
103031,ENCOMPASS HEALTH REHAB HOSPITAL OF SARASOTA,6400 EDGELAKE DR -,SARASOTA,FL,34240,Sarasota,For profit,09/17/1986,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
103032,ENCOMPASS HEALTH REHAB HOSPITAL OF TREASURE COAST,1600 37TH ST -,VERO BEACH,FL,32960,Indian River,For profit,08/14/1986,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
103033,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TALLAH,1675 RIGGINS RD -,TALLAHASSEE,FL,32308,Leon,For profit,09/15/1986,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
103034,SEA PINES REHAB HOSP AFFILIATE OF ENCOMPASS HEALTH,101 E FLORIDA AVENUE -,MELBOURNE,FL,32901,Brevard,For profit,12/03/1986,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
103036,WEST GABLES REHABILITATION HOSPITAL,2525 SW 75TH AVE -,MIAMI,FL,33155,Miami-Dade,Non-profit,10/06/1988,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
103037,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF LARGO,901 CLEARWATER LARGO RD N -,LARGO,FL,33770,Pinellas,For profit,01/23/1989,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
103038,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MIAMI,20601 OLD CUTLER RD -,MIAMI,FL,33189,Miami-Dade,For profit,11/09/1994,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
103039,BROOKS REHABILITATION HOSPITAL UNIVERSITY CAMPUS,3599 UNIVERSITY BLVD S -,JACKSONVILLE,FL,32216,Duval,Non-profit,01/03/1995,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
103040,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA,1847 FLORIDA AVE -,PANAMA CITY,FL,32405,Bay,For profit,04/28/1997,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
103042,ENCOMPASS HEALTH REHAB HOSPITAL OF SPRING HILL,12440 CORTEZ BLVD -,BROOKSVILLE,FL,34613,Hernando,For profit,04/21/2003,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
103043,ENCOMPASS HEALTH REHAB HOSPITAL OF CENTRAL FLORIDA,2275 SW 22ND LANE -,OCALA,FL,34471,Marion,For profit,12/19/2012,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
103044,ENCOMPASS HEALTH REHAB HOSPITAL AN AFFILIATE OF MA,5850 SE COMMUNITY DR -,STUART,FL,34997,Martin,For profit,06/24/2013,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
103045,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF ALTAMO,831 S STATE RD 434 -,ALTAMONTE SPRINGS,FL,32714,Seminole,For profit,11/22/2014,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
103046,UF HEALTH REHABILITATION HOSPITAL,2708 SW ARCHER ROAD -,GAINESVILLE,FL,32608,Alachua,For profit,04/25/2019,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
103047,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF NORTH,3840 ATMORE GROVE DR -,LUTZ,FL,33548,Hillsborough,For profit,04/28/2021,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
103048,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PENSAC,1101 OFFICE WOODS DR -,PENSACOLA,FL,32504,Escambia,For profit,09/23/2021,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
103049,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF ST AUG,65 SILVER LANE -,SAINT AUGUSTINE,FL,32084,St. Johns,For profit,03/25/2022,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
103050,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF LAKELA,1201 OAKRIDGE PWY -,LAKELAND,FL,33803,Polk,For profit,05/26/2022,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
