ccn,cahps_summary_star,cahps_professional_star,cahps_communication_star,cahps_medicines_star,cahps_overall_star,cahps_overall_9_10_pct,cahps_recommend_pct,source,source_date
037486,5.0,4.0,5.0,5.0,5.0,92.0,82.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
037489,,,,,,100.0,97.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
037492,3.0,3.0,3.0,2.0,3.0,82.0,74.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
037493,5.0,5.0,5.0,5.0,5.0,90.0,86.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
037494,4.0,4.0,4.0,3.0,3.0,88.0,77.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
037498,3.0,4.0,2.0,1.0,3.0,84.0,79.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
037500,4.0,3.0,4.0,5.0,4.0,91.0,86.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
037804,,,,,,68.0,76.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
037806,1.0,1.0,1.0,1.0,1.0,74.0,58.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
037808,4.0,4.0,4.0,2.0,4.0,84.0,74.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
037810,,,,,,87.0,58.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
037813,4.0,4.0,5.0,4.0,3.0,87.0,83.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
037815,3.0,3.0,4.0,3.0,3.0,85.0,78.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
037819,4.0,4.0,4.0,2.0,4.0,83.0,79.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
037822,3.0,3.0,3.0,2.0,2.0,77.0,68.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
037824,4.0,5.0,5.0,1.0,5.0,92.0,85.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
037828,,,,,,88.0,95.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047001,3.0,3.0,3.0,2.0,2.0,86.0,74.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047004,4.0,4.0,4.0,4.0,4.0,91.0,86.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047006,4.0,4.0,4.0,5.0,4.0,85.0,80.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047009,4.0,4.0,5.0,4.0,3.0,86.0,83.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047010,4.0,4.0,5.0,3.0,4.0,89.0,83.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047011,4.0,5.0,5.0,3.0,4.0,91.0,93.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047016,4.0,4.0,5.0,4.0,4.0,91.0,87.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047020,4.0,4.0,4.0,4.0,3.0,87.0,83.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047021,5.0,5.0,5.0,5.0,4.0,90.0,85.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047024,5.0,5.0,5.0,4.0,5.0,95.0,93.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047028,4.0,4.0,4.0,4.0,3.0,86.0,81.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047029,3.0,4.0,4.0,2.0,3.0,85.0,80.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047030,,,,,,100.0,70.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047031,,,,,,86.0,88.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047032,4.0,4.0,5.0,3.0,4.0,88.0,83.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047033,4.0,4.0,5.0,4.0,4.0,89.0,87.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047034,,,,,,71.0,62.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047035,3.0,4.0,3.0,3.0,3.0,85.0,81.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047038,4.0,4.0,4.0,4.0,4.0,87.0,83.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047043,4.0,4.0,5.0,4.0,3.0,81.0,79.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047044,3.0,3.0,2.0,2.0,4.0,90.0,83.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047046,5.0,5.0,5.0,5.0,5.0,94.0,87.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047052,5.0,5.0,5.0,5.0,5.0,88.0,91.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047056,3.0,4.0,2.0,3.0,3.0,87.0,73.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047057,4.0,4.0,5.0,4.0,3.0,85.0,75.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047080,4.0,4.0,5.0,4.0,4.0,89.0,81.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047081,5.0,5.0,5.0,5.0,5.0,99.0,91.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047082,3.0,2.0,3.0,3.0,2.0,86.0,76.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047083,5.0,5.0,5.0,5.0,5.0,93.0,90.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047087,5.0,5.0,5.0,5.0,5.0,93.0,83.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047090,4.0,4.0,5.0,4.0,4.0,90.0,86.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047093,4.0,4.0,4.0,3.0,4.0,89.0,82.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047096,4.0,5.0,5.0,3.0,4.0,90.0,83.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047097,5.0,5.0,5.0,5.0,5.0,93.0,91.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047099,4.0,4.0,4.0,4.0,4.0,87.0,79.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047102,4.0,3.0,4.0,3.0,4.0,91.0,86.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047104,5.0,5.0,5.0,5.0,4.0,95.0,94.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047105,4.0,4.0,4.0,4.0,3.0,84.0,83.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047108,4.0,4.0,5.0,4.0,3.0,88.0,82.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047109,5.0,5.0,5.0,5.0,5.0,93.0,86.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047114,,,,,,80.0,70.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047115,5.0,4.0,5.0,5.0,4.0,90.0,82.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047116,,,,,,96.0,91.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047117,3.0,3.0,3.0,2.0,2.0,80.0,70.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047118,5.0,5.0,5.0,5.0,4.0,93.0,88.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047122,4.0,4.0,5.0,4.0,4.0,87.0,83.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047127,4.0,4.0,3.0,3.0,4.0,83.0,84.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047128,5.0,4.0,5.0,5.0,4.0,92.0,83.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047133,5.0,5.0,5.0,5.0,4.0,90.0,88.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047134,5.0,5.0,5.0,5.0,4.0,92.0,85.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047135,3.0,3.0,4.0,4.0,2.0,79.0,77.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047138,5.0,5.0,5.0,5.0,4.0,92.0,86.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047139,5.0,5.0,5.0,5.0,5.0,92.0,91.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047140,5.0,5.0,5.0,5.0,4.0,93.0,91.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047145,4.0,4.0,4.0,4.0,3.0,85.0,77.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047147,4.0,4.0,4.0,4.0,3.0,86.0,84.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047148,5.0,5.0,5.0,4.0,5.0,97.0,92.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047149,4.0,4.0,3.0,4.0,4.0,87.0,83.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047151,4.0,3.0,5.0,4.0,3.0,86.0,81.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047153,,,,,,96.0,93.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047156,,,,,,92.0,79.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047162,,,,,,89.0,89.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047167,4.0,4.0,5.0,4.0,4.0,87.0,89.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047168,4.0,4.0,5.0,4.0,4.0,88.0,82.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047169,5.0,5.0,5.0,4.0,5.0,93.0,84.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047170,5.0,5.0,5.0,4.0,5.0,93.0,88.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047172,4.0,4.0,5.0,3.0,4.0,88.0,80.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047173,4.0,4.0,4.0,5.0,3.0,85.0,86.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047174,3.0,3.0,3.0,4.0,3.0,81.0,82.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047175,,,,,,98.0,87.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047178,4.0,3.0,4.0,4.0,4.0,90.0,85.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047179,4.0,4.0,4.0,3.0,4.0,90.0,79.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047306,,,,,,94.0,99.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047326,4.0,3.0,4.0,5.0,4.0,87.0,78.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047338,5.0,5.0,5.0,5.0,5.0,94.0,91.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047339,4.0,4.0,4.0,5.0,4.0,87.0,80.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047346,4.0,4.0,4.0,4.0,3.0,85.0,81.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047803,5.0,5.0,5.0,4.0,5.0,96.0,87.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047818,4.0,4.0,5.0,4.0,4.0,91.0,77.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047823,4.0,4.0,5.0,4.0,2.0,80.0,75.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047824,4.0,4.0,5.0,4.0,4.0,88.0,80.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047838,4.0,4.0,4.0,2.0,4.0,89.0,84.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047844,4.0,5.0,5.0,2.0,4.0,89.0,82.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047850,4.0,5.0,5.0,3.0,4.0,91.0,83.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047853,4.0,4.0,5.0,4.0,4.0,91.0,82.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047855,4.0,4.0,4.0,5.0,4.0,87.0,82.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
047870,4.0,5.0,5.0,3.0,4.0,89.0,81.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
053100,2.0,3.0,2.0,1.0,2.0,76.0,65.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
053101,,,,,,77.0,73.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
053103,,,,,,96.0,67.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
053106,2.0,2.0,2.0,2.0,2.0,77.0,67.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
053107,,,,,,97.0,80.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
053108,,,,,,100.0,87.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
053109,,,,,,91.0,83.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
053110,,,,,,97.0,79.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
053114,,,,,,79.0,67.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
053116,2.0,2.0,2.0,2.0,1.0,79.0,69.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
053117,,,,,,59.0,59.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
053120,2.0,2.0,3.0,1.0,3.0,85.0,76.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
053124,3.0,3.0,3.0,3.0,3.0,80.0,65.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
053127,,,,,,65.0,63.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
053128,,,,,,87.0,84.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
053129,3.0,2.0,3.0,3.0,2.0,77.0,65.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
053133,4.0,3.0,4.0,5.0,3.0,87.0,83.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
053137,2.0,2.0,2.0,1.0,1.0,75.0,68.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
053140,2.0,1.0,2.0,2.0,1.0,71.0,66.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
053142,,,,,,100.0,90.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
053143,,,,,,71.0,85.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
053144,,,,,,88.0,80.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
053148,3.0,4.0,3.0,2.0,3.0,83.0,76.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
053149,3.0,2.0,4.0,1.0,3.0,82.0,71.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
053150,,,,,,90.0,64.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
053151,,,,,,81.0,63.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
053153,2.0,2.0,3.0,1.0,1.0,75.0,63.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
053154,,,,,,62.0,63.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
053155,3.0,4.0,3.0,4.0,2.0,80.0,75.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
053156,,,,,,100.0,95.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
053157,,,,,,84.0,73.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
053158,,,,,,79.0,86.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
053160,2.0,2.0,2.0,4.0,1.0,73.0,65.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
053161,3.0,4.0,3.0,2.0,4.0,88.0,77.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
053162,4.0,4.0,5.0,5.0,3.0,83.0,82.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
053165,,,,,,62.0,70.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
053166,,,,,,83.0,100.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
053167,,,,,,90.0,86.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
053168,4.0,2.0,4.0,5.0,3.0,74.0,58.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
053172,4.0,4.0,4.0,3.0,3.0,84.0,79.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
053173,,,,,,63.0,40.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
053174,5.0,5.0,5.0,5.0,4.0,91.0,80.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
053177,,,,,,99.0,99.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
053190,5.0,5.0,5.0,4.0,4.0,89.0,88.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
053192,,,,,,84.0,79.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
053193,2.0,2.0,2.0,3.0,2.0,77.0,72.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
053196,,,,,,97.0,82.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
053197,,,,,,100.0,99.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
053199,,,,,,100.0,100.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057002,4.0,4.0,4.0,4.0,3.0,86.0,85.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057003,3.0,3.0,4.0,3.0,3.0,84.0,77.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057004,4.0,4.0,4.0,4.0,3.0,85.0,80.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057007,4.0,4.0,4.0,4.0,4.0,89.0,85.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057019,5.0,5.0,5.0,5.0,4.0,91.0,87.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057031,4.0,4.0,5.0,4.0,4.0,89.0,82.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057040,4.0,4.0,5.0,4.0,4.0,87.0,84.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057053,3.0,3.0,3.0,3.0,3.0,85.0,76.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057071,5.0,4.0,5.0,5.0,4.0,89.0,84.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057135,3.0,2.0,3.0,5.0,2.0,79.0,70.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057143,4.0,3.0,4.0,3.0,4.0,89.0,73.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057163,5.0,5.0,5.0,4.0,5.0,93.0,92.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057187,3.0,3.0,4.0,2.0,3.0,86.0,76.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057190,3.0,2.0,4.0,4.0,2.0,75.0,74.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057198,1.0,1.0,1.0,1.0,1.0,72.0,61.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057200,,,,,,92.0,96.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057205,5.0,5.0,5.0,5.0,4.0,93.0,92.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057212,4.0,4.0,4.0,4.0,4.0,89.0,86.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057214,3.0,3.0,3.0,2.0,2.0,82.0,72.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057226,5.0,5.0,5.0,5.0,5.0,97.0,93.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057246,,,,,,100.0,100.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057248,3.0,3.0,4.0,3.0,3.0,84.0,82.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057252,3.0,3.0,3.0,3.0,3.0,84.0,78.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057255,4.0,4.0,4.0,4.0,4.0,89.0,84.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057256,4.0,4.0,3.0,4.0,3.0,82.0,84.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057274,4.0,4.0,4.0,4.0,3.0,85.0,83.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057276,3.0,3.0,3.0,3.0,3.0,84.0,76.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057278,5.0,5.0,5.0,4.0,4.0,88.0,83.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057407,5.0,4.0,5.0,5.0,4.0,89.0,84.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057415,4.0,3.0,5.0,4.0,3.0,82.0,79.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057422,2.0,1.0,1.0,4.0,1.0,76.0,69.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057426,,,,,,69.0,100.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057427,5.0,4.0,5.0,5.0,5.0,94.0,85.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057447,,,,,,79.0,67.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057448,4.0,3.0,4.0,5.0,3.0,82.0,80.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057456,3.0,3.0,3.0,2.0,2.0,76.0,67.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057470,,,,,,63.0,66.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057477,3.0,3.0,4.0,3.0,3.0,85.0,79.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057494,5.0,4.0,5.0,5.0,4.0,91.0,87.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057495,,,,,,92.0,92.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057497,,,,,,73.0,78.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057517,3.0,2.0,3.0,3.0,2.0,77.0,69.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057537,4.0,3.0,4.0,5.0,4.0,89.0,84.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057545,4.0,4.0,5.0,4.0,4.0,89.0,86.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057564,4.0,3.0,4.0,4.0,3.0,86.0,79.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057567,,,,,,90.0,87.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057569,4.0,3.0,4.0,5.0,3.0,86.0,82.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057570,3.0,2.0,2.0,5.0,2.0,73.0,64.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057571,5.0,4.0,5.0,5.0,4.0,89.0,83.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057573,2.0,2.0,2.0,2.0,1.0,75.0,67.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057600,3.0,3.0,3.0,3.0,3.0,84.0,76.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057602,4.0,4.0,4.0,4.0,4.0,86.0,80.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057609,5.0,5.0,5.0,5.0,4.0,89.0,85.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057620,4.0,3.0,4.0,5.0,3.0,86.0,87.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057627,3.0,3.0,3.0,3.0,2.0,76.0,77.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057631,5.0,4.0,5.0,5.0,4.0,88.0,83.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057659,3.0,3.0,2.0,4.0,3.0,85.0,81.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057661,5.0,4.0,5.0,5.0,5.0,93.0,90.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057678,2.0,2.0,2.0,3.0,2.0,77.0,70.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057679,5.0,4.0,5.0,5.0,4.0,89.0,85.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057695,4.0,4.0,4.0,4.0,3.0,86.0,81.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057704,4.0,3.0,4.0,4.0,3.0,83.0,79.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057710,3.0,3.0,3.0,3.0,2.0,82.0,67.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057734,,,,,,71.0,45.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057742,,,,,,100.0,100.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057746,3.0,3.0,3.0,3.0,2.0,78.0,74.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057755,5.0,5.0,5.0,5.0,5.0,93.0,89.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057761,2.0,2.0,2.0,2.0,1.0,72.0,62.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057763,,,,,,97.0,95.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057772,4.0,3.0,4.0,4.0,4.0,88.0,85.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057786,1.0,2.0,1.0,1.0,1.0,68.0,63.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057788,5.0,4.0,5.0,5.0,4.0,89.0,81.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057794,4.0,3.0,4.0,4.0,3.0,84.0,74.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057795,3.0,3.0,3.0,4.0,3.0,86.0,76.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057797,4.0,4.0,3.0,4.0,3.0,86.0,78.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
057799,3.0,3.0,3.0,4.0,3.0,82.0,74.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
058000,,,,,,75.0,64.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
058004,,,,,,100.0,4.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
058005,,,,,,78.0,77.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
058008,,,,,,93.0,93.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
058013,5.0,5.0,5.0,5.0,5.0,98.0,94.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
