ccn,facility_name,address,city,state,zip,county,ownership,certification_date,source,source_date
011663,SOUTHEAST HOSPICE NETWORK,453 19TH STREET WEST,JASPER,AL,35501,Walker,For-Profit,09/28/2007,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
011664,COMPASSUS HOSPICE AND PALLIATIVE CARE-BIRMINGHAM,"1900 INTERNATIONAL PARK DRIVE, SUITE 200",BIRMINGHAM,AL,35243,Jefferson,For-Profit,10/10/2007,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
011668,AVEANNA HOSPICE OF GADSDEN,"600 BROAD STREET, SUITE 301",GADSDEN,AL,35901,Etowah,For-Profit,02/21/2008,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
011669,AMEDISYS HOSPICE OF FLORENCE,"412 SOUTH COURT STREET, SUITE 302",FLORENCE,AL,35630,Lauderdale,For-Profit,03/24/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
011670,ENHABIT HOSPICE RAINBOW CITY,"101 CHURCH STREET, SUITE A",RAINBOW CITY,AL,35906,Etowah,For-Profit,04/10/2008,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
011671,ALABAMA HOSPICE CARE OF EAST ALABAMA,"2107 US HWY 78 E, SUITE 4",ANNISTON,AL,36201,Calhoun,For-Profit,06/12/2008,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
011673,AVEANNA HOSPICE OF MONTGOMERY,315 SAINT LUKES DRIVE,MONTGOMERY,AL,36117,Montgomery,For-Profit,07/23/2008,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
011674,GENTIVA HUNTSVILLE,"5000 BRADFORD DRIVE NW, SUITE 3A",HUNTSVILLE,AL,35805,Madison,For-Profit,08/28/2008,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
011675,GENTIVA BIRMINGHAM,"2550 ACTON ROAD, SUITE 110",BIRMINGHAM,AL,35243,Jefferson,For-Profit,08/27/2008,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
011676,AFFINITY HOSPICE MADISON,540 HUGHES RD. SUITE 12,MADISON,AL,35758,Madison,For-Profit,12/10/2008,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
011677,ALABAMA HOSPICE CARE OF TUSCALOOSA,94 MCFARLAND BLVD,NORTHPORT,AL,35476,Tuscaloosa,For-Profit,12/30/2008,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
011678,COMPASSUS-FLORENCE,507 EAST DR HICKS BOULEVARD,FLORENCE,AL,35634,Lauderdale,For-Profit,12/30/2008,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
011680,ACG HOSPICE -DOTHAN,2323 W MAIN ST SUITE 106,DOTHAN,AL,36301,Houston,For-Profit,09/03/2009,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
011681,ACG HOSPICE - ANDALUSIA,1015 S THREE NOTCH ST,ANDALUSIA,AL,36420,Covington,For-Profit,06/16/2011,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
011682,ENHABIT HOSPICE - HUNTSVILLE,"9668 MADISON BLVD, SUITE 335",MADISON,AL,35758,Madison,For-Profit,05/29/2013,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
011684,ST JOSEPH HOSPICE OF SOUTH ALABAMA LLC,"23 MIDTOWN PARK W, UNIT B",MOBILE,AL,36607,Mobile,For-Profit,10/31/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
011685,HOSPICE OF MONROE COUNTY,2016 SOUTH ALABAMA AVENUE,MONROEVILLE,AL,36460,Monroe,Other,03/08/2018,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
011686,PROHEALTH HOSPICE,"644 WALNUT STREET, SUITE B",GADSDEN,AL,35901,Etowah,For-Profit,06/26/2018,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
021500,"ANCORA HOME HEALTH & HOSPICE, LLC",3831 E BLUE LUPINE   STE B,WASILLA,AK,99654,Matanuska-Susitna,For-Profit,11/25/1993,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
021506,"PROVIDENCE AT HOME WITH COMPASSUS HOSPICE CARE, AN","4001 DALE STREET, SUITE 101",ANCHORAGE,AK,99508,Anchorage,For-Profit,03/15/2006,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
021507,FAIRBANKS MEMORIAL HOSPITAL HOSPICE SERVICES,2001 GILLAM WAY,FAIRBANKS,AK,99701,Fairbanks,Non-Profit,01/14/2013,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
021508,ENHABIT HOSPICE,101 W BENSON BLVD SUITE 200A,ANCHORAGE,AK,99503,Anchorage,For-Profit,11/05/2015,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
021509,PEACEHEALTH HOSPICE,212 CARLANNA LAKE RD STE 100,KETCHIKAN,AK,99901,,,05/03/2023,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
021510,BARTLETT HOME HEALTH AND HOSPICE,641 WILLOUGHBY AVENUE SUITE 204,JUNEAU,AK,99801,,Government,12/11/2023,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031500,HOSPICE OF THE VALLEY - CENTRAL,1510 E FLOWER ST,PHOENIX,AZ,85014,Maricopa,Other,11/17/1983,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031501,AMEDISYS HOSPICE,"1585 EAST RIVER ROAD, SUITE 201",TUCSON,AZ,85718,Pima,Other,11/01/1983,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031502,NORTHERN ARIZONA HOSPICE,"203 SOUTH CANDY LANE, SUITE 2A",COTTONWOOD,AZ,86326,Yavapai,For-Profit,07/25/1984,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031505,HOSPICE OF THE VALLEY EAST,2020 E WOODSIDE CT,GILBERT,AZ,85297,Maricopa,Non-Profit,01/04/1989,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031508,HOSPICE OF YUMA,1824 SOUTH 8TH AVENUE,YUMA,AZ,85364,Yuma,Non-Profit,11/17/1989,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031512,"NORTHLAND HOSPICE AND PALLIATIVE CARE, INC.",452 NORTH SWITZER CANYON DRIVE,FLAGSTAFF,AZ,86001,Coconino,For-Profit,06/16/1992,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031514,T M C HOSPICE AKA PEPPI'S HOUSE,2715 NORTH WYATT DRIVE,TUCSON,AZ,85712,Pima,Other,07/09/1992,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031515,HOSPICE OF THE VALLEY - WEST (031515),9435 W PEORIA,PEORIA,AZ,85345,Maricopa,Non-Profit,09/29/1992,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031517,SCOTTSDALE HOSPICE OF THE VALLEY,16117 NORTH 76TH ST,SCOTTSDALE,AZ,85260,Maricopa,Non-Profit,11/10/1992,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031519,GENTIVA II,275 W CONTINENTAL RD STE 195,GREEN VALLEY,AZ,85622,Pima,For-Profit,06/08/1993,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031521,HOSPICE COMPASSUS-CASA GRANDE,1821 NORTH TREKELL ROAD SUITE 8,CASA GRANDE,AZ,85122,Pinal,For-Profit,04/08/1994,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031522,EDEN HOSPICE,"1491 WEST THATCHER BOULEVARD, SUITE 108",SAFFORD,AZ,85546,Graham,Non-Profit,07/21/1994,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031523,HOSPICE COMPASSUS-PAYSON,"511 SOUTH MUD SPRING ROAD, SUITE #1",PAYSON,AZ,85541,Gila,For-Profit,07/15/1994,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031529,CASA DE LA PAZ HOSPICE,"49 NORTH CORONADO DRIVE, SUITE C",SIERRA VISTA,AZ,85635,Cochise,For-Profit,02/01/1995,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031537,GENTIVA II,1175 EAST COTTONWOOD LANE SUITE 1,CASA GRANDE,AZ,85122,Pinal,For-Profit,09/28/1996,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031543,"HOSPICE OF HAVASU, INC.",232 LONDON BRIDGE RD,LAKE HAVASU CITY,AZ,86403,Mohave,Non-Profit,11/19/1997,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031547,CASA DE LA LUZ HOSPICE,7740 NORTH ORACLE ROAD,TUCSON,AZ,85704,Pima,For-Profit,06/14/1999,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031550,HOSPICE COMPASSUS - WHITE MOUNTAIN,"1789 WEST COMMERCE DRIVE, SUITE A",LAKESIDE,AZ,85929,Navajo,For-Profit,06/06/2001,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031551,"CHARLES WM. LEIGHTON, JR. HOSPICE, INC.",524 WEST MALEY PLACE,WILLCOX,AZ,85643,Cochise,For-Profit,08/02/2001,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031552,KINGMAN REGIONAL MEDICAL CENTER HOSPICE,"2202 STOCKTON HILL ROAD, SUITE 200",KINGMAN,AZ,86401,Mohave,For-Profit,02/08/2002,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031555,COMPASSUS - PHOENIX,"5333 N 7TH ST, STE C123",PHOENIX,AZ,85014,Maricopa,For-Profit,09/02/2004,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031556,THEMA HEALTH SERVICES,1725 EAST OSBORN ROAD SUITE 2,PHOENIX,AZ,85016,Maricopa,For-Profit,12/08/2004,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031559,THE PINES HOSPICE,804 AINSWORTH DRIVE SUITE 102A,PRESCOTT,AZ,86301,Yavapai,For-Profit,06/16/2005,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031560,HOSPICE COMPASSUS - SEDONA/ FLAGSTAFF,"7000 STATE ROUTE 179, SUITE D100",SEDONA,AZ,86351,Coconino,For-Profit,06/15/2005,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031562,AGAPE SOUTH,210 W CONTINENTAL RD STE 220A,GREEN VALLEY,AZ,85718,Pima,For-Profit,08/09/2005,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031563,AMERICARE HOSPICE AND PALLIATIVE CARE,"1212 NORTH SPENCER STREET, SUITE 2",MESA,AZ,85203,Maricopa,For-Profit,09/20/2005,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031565,"INFINITY HOSPICE CARE, LLC",8434 EAST SHEA BOULEVARD,SCOTTSDALE,AZ,85260,Maricopa,For-Profit,01/20/2006,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031573,HOSPICE COMPASSUS - YUMA,"2320 SOUTH 22ND DRIVE, OFFICE A",YUMA,AZ,85364,Yuma,For-Profit,06/14/2007,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031577,SOULISTIC HOSPICE,16-18 CALLE IGLESIA,TUBAC,AZ,85646,Santa Cruz,For-Profit,10/17/2008,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031578,CASA DE LA LUZ EAST VALLEY,1840 SOUTH STAPLEY DRIVE SUITE 225,MESA,AZ,85204,Maricopa,For-Profit,07/24/2008,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031579,EMBLEM HOSPICE CENTRAL,"301 EAST BETHANY HOME ROAD, SUITE C-275",PHOENIX,AZ,85012,Maricopa,For-Profit,09/17/2008,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031581,HOSPICE COMPASSUS - BULLHEAD CITY,"2755 SILVER CREEK ROAD, SUITE 211",BULLHEAD CITY,AZ,86442,Mohave,For-Profit,11/20/2008,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031582,AVIANT HOSPICE GILA,136 SOUTH BROAD STREET,GLOBE,AZ,85501,Gila,For-Profit,03/19/2009,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031583,AVIANT HOSPICE YAVAPAI,"1756 EAST VILLA DRIVE, SUITE C17",COTTONWOOD,AZ,86326,Yavapai,For-Profit,05/12/2009,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031584,GOOD SAMARITAN SOCIETY PRESCOTT HOSPICE,"1065 RUTH STREET, SUITE 108-109",PRESCOTT,AZ,86301,Yavapai,Non-Profit,07/15/2009,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031586,VALOR HOSPICE,"1048 EAST FRY BOULEVARD, SUITE E",SIERRA VISTA,AZ,85635,Cochise,For-Profit,08/14/2009,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031588,FAITH HOSPICE,"426 NORTH 44TH STREET, SUITE 405",PHOENIX,AZ,85008,Maricopa,For-Profit,03/24/2010,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031591,AVIANT HOSPICE PHOENIX,"1400 NORTH GILBERT ROAD, SUITE H",GILBERT,AZ,85234,Maricopa,For-Profit,08/20/2010,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031592,HOSPICE OF THE WEST,21410 N 19TH AVE,PHOENIX,AZ,85027,Maricopa,For-Profit,10/31/2010,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031593,ARISTA HOSPICE,"1636 NORTH SWAN, SUITE 250",TUCSON,AZ,85712,Pima,For-Profit,12/14/2010,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031594,ZION'S WAY HOSPICE,43 6TH AVENUE,PAGE,AZ,86040,Coconino,For-Profit,01/17/2011,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031595,EMBLEM HOSPICE,"1400 E SOUTHERN AVENUE, SUITE 1010-B",TEMPE,AZ,85282,Maricopa,For-Profit,02/07/2011,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031598,CHOICE HOSPICE,"2111 EAST HIGHLAND AVENUE, SUITE B-425",PHOENIX,AZ,85016,Maricopa,For-Profit,08/05/2011,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031599,ARIA HOSPICE COMFORT CARE,"7225 NORTH MONA LISA ROAD, SUITE 101",TUCSON,AZ,85741,Pima,Other,10/14/2011,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031600,SUMMIT HOSPICE,"7310 NORTH 16TH STREET, SUITE 100A",PHOENIX,AZ,85020,Maricopa,For-Profit,10/14/2011,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031601,TRADITIONS HEALTH,5355 WEST CHANDLER BOULEVARD,CHANDLER,AZ,85226,Maricopa,Non-Profit,07/07/2011,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031602,SAGE HOSPICE AND PALLIATIVE CARE,5111 NORTH SCOTTSDALE ROAD SUITE 204,SCOTTSDALE,AZ,85250,Maricopa,For-Profit,11/28/2011,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031605,BRISTOL HOSPICE - TUCSON,5210 E WILLIAMS CIRCLE STE 530,TUCSON,AZ,85711,Pima,For-Profit,06/12/2012,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031606,TRADITIONS HEALTH,"7975 NORTH HAYDEN ROAD, SUITE A-203",SCOTTSDALE,AZ,85258,Maricopa,Other,07/30/2012,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031607,BEACON OF HOPE HOSPICE,"1760 MCCULLOCH BOULEVARD NORTH, SUITE 204",LAKE HAVASU,AZ,86403,Mohave,For-Profit,09/17/2012,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031609,"QUALITY HOSPICE CARE, INC.","3085 N WINDSONG DRIVE, SUITE B",PRESCOTT VALLEY,AZ,86314,Yavapai,For-Profit,08/20/2012,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031610,BEACON OF HOPE HOSPICE,"3550 NORTH LANE, SUITES 102,104,106 &108",BULLHEAD CITY,AZ,86442,Mohave,For-Profit,09/14/2012,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031611,"LIVING WATERS HOSPICE, LLC",3711 WEST HIGHWAY 68,GOLDEN VALLEY,AZ,86413,Mohave,Other,11/28/2012,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031613,"AEGIS HOSPICE, INC.",7227 E BASELINE ROAD SUITE 129,MESA,AZ,85209,Maricopa,For-Profit,02/06/2013,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031614,AGAPE HOSPICE & PALLIATIVE CARE,"4400 EAST BROADWAY BOULEVARD, SUITE 400",TUCSON,AZ,85711,Pima,For-Profit,03/06/2013,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031616,"PILLARS HOSPICE CARE, LLC","10221 NORTH 32ND STREET, SUITE H",PHOENIX,AZ,85028,Maricopa,For-Profit,05/27/2013,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031622,"ACCORD HOSPICE OF THE WHITE MOUNTAINS, LLC","5300 SOUTH SUTTER DRIVE, BUILDING C",SHOW LOW,AZ,85901,Navajo,For-Profit,11/16/2013,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031623,"HOSPICE AT HOME OF ARIZONA, LLC","2500 SOUTH POWER ROAD, BUILDING 1, SUITE 125A",MESA,AZ,85209,Maricopa,For-Profit,01/07/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031624,EMBLEM HOSPICE TUCSON,1880 E. RIVER RD,TUCSON,AZ,85718,Pima,For-Profit,02/04/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031625,"MAGGIE'S HOSPICE, LLC",801 MILLER VALLEY ROAD,PRESCOTT,AZ,86301,Yavapai,For-Profit,03/11/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031626,OSHYN HOSPICE AND PALLIATIVE CARE,"1870 WEST PRINCE ROAD, SUITE 37",TUCSON,AZ,85705,Pima,Other,02/28/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031627,"ARIZONA BEST HOSPICE, LLC",11468 N. FRONTAGE RD,YUMA,AZ,85367,Yuma,For-Profit,04/20/2006,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031628,ENHABIT HOSPICE,"1635 NORTH GREENFIELD ROAD, SUITE 126",MESA,AZ,85205,Maricopa,For-Profit,07/15/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031630,"HOSPICE PROMISE, LLC",17235 N 75TH AVE STE E175,GLENDALE,AZ,85308,Maricopa,For-Profit,09/29/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031631,"WINGS OF HOPE HOSPICE AND PALLIATIVE CARE, INC.","11022 NORTH 28TH DRIVE, SUITE 205",PHOENIX,AZ,85029,Maricopa,For-Profit,11/24/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031633,"HOSPICE OF PAYSON, LLC","900 NORTH BEELINE HIGHWAY, SUITE B",PAYSON,AZ,85541,Gila,For-Profit,12/15/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031634,BILLET HOSPICE INC- PEORIA,"6718 WEST GREENWAY ROAD, SUITE 205",PEORIA,AZ,85381,Maricopa,For-Profit,02/25/2015,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031635,"INTEGRITY HOSPICE CARE, LLC","6877 SOUTH KINGS RANCH ROAD, SUITE 1",GOLD CANYON,AZ,85118,Pinal,For-Profit,03/03/2015,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031636,RIVER VALLEY HOSPICE,3954 FRONTAGE RD.,BULLHEAD CITY,AZ,86442,Mohave,For-Profit,03/11/2015,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031639,RIVER VALLEY HOSPICE,"1317 SOUTH JOSHUA AVENUE, SUITE P",PARKER,AZ,85344,La Paz,For-Profit,08/27/2015,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031640,CELEBRITY HOME HEALTH & HOSPICE,"2510 SOUTH RURAL ROAD, SUITE 101",TEMPE,AZ,85282,Maricopa,For-Profit,05/04/2015,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031642,DESERT HARMONY HOSPICE OF TUCSON,310 S WILLIAMS BLVD STE 210,TUCSON,AZ,85711,Pima,For-Profit,03/24/2015,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031643,"SHANTI HOSPICE, LLC",3180 NORTH ALMA SCHOOL ROAD,CHANDLER,AZ,85224,Maricopa,Other,12/02/2015,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031645,ARIZONA CARE HOSPICE,"12035 NORTH SAGUARO BOULEVARD, SUITE 101",FOUNTAIN HILLS,AZ,85268,Maricopa,For-Profit,01/10/2016,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031646,"SOLACE HOSPICE, LLC","16841 NORTH 31ST AVENUE, SUITE 161",PHOENIX,AZ,85053,Maricopa,For-Profit,02/18/2016,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031649,"DIVINE HOSPICE AND PALLIATIVE CARE, LLC",18185 N 83RD AVE SUITE 203,GLENDALE,AZ,85308,Maricopa,Other,05/20/2016,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031650,BILLET HOSPICE INC- BULLHEAD CITY,"1954 AZ-95, SUITE 2B",BULLHEAD CITY,AZ,86442,Mohave,For-Profit,09/06/2016,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031651,SAVIOR HOSPICE,"4530 EAST SHEA BOULEVARD, SUITE 160",PHOENIX,AZ,85028,Maricopa,For-Profit,09/22/2016,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031652,"NEW BEGINNING HOSPICE AND PALLIATIVE CARE, LLC","18001 NORTH 79TH AVENUE, SUITE A-6",GLENDALE,AZ,85308,Maricopa,Other,08/25/2016,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031654,"SUNCREST HOSPICE PHOENIX, LLC","4650 EAST COTTON CENTER BOULEVARD, SUITE 250",PHOENIX,AZ,85040,Maricopa,For-Profit,10/17/2016,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031655,"HOSPICE OF HOPE, LLC","17505 NORTH 79TH AVENUE, SUITE 313",GLENDALE,AZ,85308,Maricopa,For-Profit,06/16/2016,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031656,"ADVISACARE HOSPICE, LLC","1757 EAST BASELINE ROAD, SUITE 106",GILBERT,AZ,85233,Maricopa,Other,10/08/2016,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031658,ASSISTED HOSPICE CARE,"1420 EAST MISSOURI AVENUE, SUITE 103",PHOENIX,AZ,85014,Maricopa,For-Profit,12/16/2016,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031659,TRADITIONS HEALTH,"4732 NORTH ORACLE ROAD, SUITE 115",TUCSON,AZ,85705,Pima,For-Profit,04/27/2017,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031661,EMBLEM HOSPICE WEST,301 E BETHANY HOME ROAD SUITE C-292,PHOENIX,AZ,85012,Maricopa,For-Profit,06/03/2017,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
031662,ZEPHYR HOSPICE,"14040 NORTH CAVE CREEK ROAD, SUITE 308",PHOENIX,AZ,85022,Maricopa,For-Profit,03/01/2017,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
