ccn,five_star,mortality_rate,hospitalization_rate,readmission_rate,transfusion_rate,source,source_date
032561,3.0,27.1,161.8,30.2,28.1,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032562,3.0,24.1,94.7,31.7,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032564,2.0,24.0,145.8,28.5,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032565,2.0,23.6,161.6,31.4,9.6,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032568,2.0,26.1,135.0,25.9,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032571,3.0,18.1,160.6,34.7,41.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032572,2.0,23.7,112.4,16.7,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032573,4.0,18.6,129.1,26.0,0.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032575,3.0,19.1,170.4,44.2,36.3,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032578,2.0,24.0,140.5,23.1,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032579,3.0,20.1,205.6,28.1,11.8,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032580,2.0,29.1,108.9,14.7,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032583,2.0,18.6,107.8,22.6,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032587,3.0,19.8,194.1,22.5,29.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032589,2.0,19.1,148.2,35.9,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032592,2.0,13.9,83.5,26.1,7.6,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032593,4.0,27.5,150.0,25.8,0.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032594,4.0,16.0,141.5,19.7,23.2,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032596,3.0,16.7,152.3,30.9,24.7,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032597,3.0,20.0,133.3,27.6,13.5,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032599,2.0,22.1,173.7,27.9,27.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032601,3.0,22.8,174.7,23.7,8.3,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032604,3.0,20.1,167.7,30.9,23.6,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032605,3.0,20.1,131.4,25.2,20.3,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032607,4.0,27.4,87.1,21.2,10.2,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032608,3.0,21.4,147.4,26.6,31.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032609,2.0,24.4,161.3,23.7,57.3,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032610,3.0,21.4,144.1,29.9,27.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032611,1.0,23.8,137.9,23.7,28.5,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032612,3.0,23.3,171.0,32.8,54.7,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032613,3.0,25.0,142.1,25.7,35.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032614,2.0,37.5,195.0,44.8,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032616,2.0,24.8,136.4,24.6,27.8,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032617,4.0,19.6,154.6,24.9,8.1,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032618,3.0,22.3,103.9,17.2,0.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032619,3.0,25.5,100.7,26.7,7.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032620,,25.0,175.1,26.0,51.8,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032622,3.0,29.5,140.7,26.4,11.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032624,2.0,19.7,160.7,25.9,24.7,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032625,2.0,24.2,119.7,25.2,29.7,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032626,4.0,19.3,146.8,23.6,24.8,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032627,4.0,21.1,124.5,27.6,14.8,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032628,1.0,29.1,160.8,26.8,44.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032629,4.0,23.5,116.8,19.9,8.5,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032630,1.0,23.6,160.7,29.4,46.7,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032631,2.0,23.5,225.0,35.3,0.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032632,4.0,19.8,112.6,32.0,16.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032633,1.0,26.4,121.8,34.2,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032634,3.0,20.6,128.4,26.9,31.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032635,4.0,16.8,141.2,27.8,46.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032636,2.0,18.1,144.7,17.6,16.3,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032637,3.0,19.4,78.8,,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032638,3.0,30.3,140.9,29.8,9.3,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032639,3.0,26.7,145.8,24.3,8.5,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032640,4.0,23.9,126.0,23.6,0.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032642,4.0,23.7,100.4,29.3,16.8,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032643,3.0,25.2,175.8,26.4,66.6,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032644,3.0,21.8,102.0,39.3,14.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032645,3.0,19.4,108.2,29.1,63.8,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032646,2.0,25.8,166.6,30.3,8.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032647,3.0,19.3,140.8,30.8,17.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032648,4.0,18.5,176.9,26.0,36.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032650,3.0,15.9,162.7,32.1,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032651,4.0,24.8,156.3,29.9,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032652,2.0,31.0,177.9,45.4,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032653,5.0,22.9,198.7,31.5,25.1,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032654,3.0,18.2,114.1,15.9,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032655,3.0,20.0,158.6,28.5,58.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032656,4.0,15.3,126.4,33.2,20.8,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032657,3.0,23.6,136.2,21.2,25.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032658,3.0,25.4,107.6,27.5,16.6,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032659,3.0,22.3,146.4,29.7,13.2,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032660,2.0,12.7,167.0,23.4,38.5,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032661,3.0,24.3,144.4,26.5,27.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032662,3.0,26.7,164.8,25.3,52.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032663,3.0,19.5,90.8,15.0,58.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032664,3.0,27.4,145.6,30.7,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
032665,,,,,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
033503,3.0,20.0,116.7,19.7,21.2,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
033504,4.0,8.4,95.0,,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
042303,2.0,25.9,142.0,18.5,27.6,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
042310,,,,,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
042501,1.0,25.0,150.6,27.3,36.2,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
042508,3.0,24.1,143.3,33.5,7.5,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
042510,4.0,27.2,57.5,0.0,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
042512,2.0,25.6,127.8,20.0,38.6,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
042513,2.0,29.7,154.2,33.8,43.1,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
042514,2.0,25.0,182.0,34.7,57.3,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
042517,2.0,22.2,121.7,28.0,39.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
042518,2.0,26.7,134.0,27.8,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
042521,2.0,24.9,151.8,28.5,36.5,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
042525,3.0,26.9,85.9,20.3,59.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
042527,1.0,28.5,124.1,55.4,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
042528,1.0,24.5,226.7,32.6,56.6,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
042531,2.0,28.7,177.2,27.5,22.1,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
042532,1.0,23.2,154.6,24.5,14.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
042533,1.0,25.4,94.2,18.4,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
042534,1.0,38.7,301.9,31.8,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
042536,4.0,26.7,94.0,22.0,34.3,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
042537,1.0,24.3,140.4,15.5,64.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
042539,3.0,29.9,156.2,30.1,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
042540,3.0,23.5,105.4,17.4,28.8,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
042543,1.0,24.3,121.5,25.5,59.7,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
042545,3.0,24.3,107.1,22.2,58.6,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
042547,2.0,30.8,156.7,28.0,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
042548,1.0,25.6,155.1,33.5,38.1,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
042550,3.0,25.8,110.3,13.1,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
042553,2.0,25.2,164.9,32.1,47.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
042554,2.0,25.3,151.0,39.1,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
042556,3.0,25.2,116.6,25.8,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
042557,2.0,28.6,172.2,27.6,64.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
042558,2.0,25.0,161.6,16.2,37.7,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
042560,3.0,12.9,129.2,36.1,44.8,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
042562,1.0,21.9,178.9,30.8,29.3,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
042563,2.0,23.3,125.6,30.6,44.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
042564,1.0,34.5,172.9,26.3,87.3,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
042567,2.0,32.2,236.9,28.9,12.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
042568,2.0,23.9,135.8,33.9,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
042569,3.0,16.3,88.2,,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
042570,3.0,24.4,118.2,42.6,27.2,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
042571,2.0,27.2,149.7,26.2,40.6,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
042573,2.0,31.3,144.7,25.8,11.2,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
042574,3.0,20.7,111.2,19.5,36.3,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
042575,3.0,19.0,133.5,19.5,11.6,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
042576,3.0,25.2,72.6,24.8,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
042577,1.0,26.7,144.0,15.4,38.3,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
042578,2.0,26.9,93.3,16.6,8.7,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
042580,4.0,17.0,96.1,33.5,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
042581,1.0,26.2,217.3,40.7,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
042582,3.0,30.0,140.7,31.9,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
042583,,16.1,187.0,22.7,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
042584,1.0,25.6,150.6,25.0,73.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
042585,2.0,22.7,93.4,17.0,37.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
042588,1.0,23.3,175.5,32.8,45.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
042589,1.0,22.4,152.0,26.9,14.8,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
042590,2.0,20.0,200.7,28.3,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
042592,2.0,19.0,111.7,15.5,43.7,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
042595,1.0,26.1,193.9,15.5,68.6,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
042596,3.0,24.7,105.9,23.1,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
042597,2.0,28.2,171.0,43.8,55.6,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
042598,2.0,17.2,134.8,32.9,48.3,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
042599,3.0,15.2,114.4,26.7,15.8,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
042600,1.0,24.1,136.4,25.2,30.5,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
042601,2.0,20.6,98.1,32.6,79.2,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
042602,5.0,,45.3,,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
042603,,,,,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
043501,1.0,15.9,153.9,29.4,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
052305,4.0,20.6,106.6,19.9,18.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
052311,4.0,22.9,78.7,11.3,24.7,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
052321,,,90.4,,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
052323,3.0,17.7,114.6,32.1,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
052334,4.0,15.3,143.9,28.4,33.3,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
052380,1.0,34.7,145.8,47.0,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
052381,4.0,16.0,85.8,32.0,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
052382,4.0,25.9,84.2,36.8,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
052384,3.0,29.4,65.8,26.3,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
052389,5.0,25.1,102.5,20.5,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
052390,1.0,38.5,151.2,27.2,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
052392,5.0,27.8,98.1,,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
052394,4.0,18.1,115.4,17.3,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
052395,,,,,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
052398,5.0,17.6,120.4,34.4,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
052399,3.0,31.5,80.0,27.0,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
052403,4.0,28.2,147.9,39.7,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
052404,3.0,19.4,133.0,49.8,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
052405,,,,,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
052406,,,,,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
052407,4.0,22.5,97.1,38.4,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
052502,2.0,21.9,184.1,26.3,46.2,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
052503,3.0,23.7,149.2,33.4,33.7,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
052505,3.0,29.4,152.9,26.0,32.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
052513,5.0,11.6,106.7,19.6,13.6,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
052514,3.0,24.5,109.5,29.7,27.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
052515,3.0,26.8,141.6,29.2,15.8,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
052521,1.0,28.1,168.2,34.0,62.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
052522,1.0,24.4,222.2,36.7,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
052523,2.0,17.5,144.0,30.8,34.1,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
052524,4.0,16.1,130.9,17.3,34.6,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
052525,4.0,16.4,98.4,9.5,21.8,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
052526,4.0,20.5,174.1,25.6,15.2,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
