ccn,composite_process,care_index_overall,visits_last_days,pain_screening,treatment_preferences,beliefs_values,source,source_date
031680,84.5,10,50.9,98.3,100,96.6,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031681,88.6,10,54.7,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031682,82.6,9,57.7,97.6,100,91.6,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031685,81.5,9,36.1,90.8,97.3,96.7,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031687,94.1,5,8,97.6,98.8,97.6,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031688,62.2,8,82.1,66.2,100,98.6,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031689,94.4,10,63.4,99.1,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031690,,9,84,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031692,95.8,10,50,99.7,99.7,98.3,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031693,33.3,7,16.7,37.5,62.5,58.3,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031694,51.3,7,13.8,79.3,89.7,72.4,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031695,89.3,9,46.3,98.5,100,96.2,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031696,96.2,9,57.5,99.1,100,99.5,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031698,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031699,96.8,10,44.8,99.2,99.9,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031700,52.7,5,23,67.3,94.5,87.3,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031701,100,10,50,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031702,98.8,10,77.8,99.7,100,99.9,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031703,,8,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031704,,9,95.2,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031705,93.7,9,53.6,97.9,100,97.9,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031706,93.9,9,34.2,96.5,99.1,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031708,86.5,10,20,96.2,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031709,78.2,10,48.6,81.8,100,99.2,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031710,81.7,9,54.4,90.2,97.8,96,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031711,96.2,10,86.5,98.5,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031713,94.7,10,25.3,99.2,99.7,99.5,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031714,84.8,,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031716,,8,52.5,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031717,96.4,9,56.9,99.1,100,99.1,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031721,92.3,8,67.3,97.1,98.1,98.1,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031723,90.9,8,63.4,90.9,100,99.1,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031724,89,8,78.8,91.6,99.7,99.4,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031727,93.4,9,51.3,100,100,95.1,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031728,79.3,10,56.2,83.8,100,98.2,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031729,19.4,7,,93.5,77.4,29,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031731,89.3,9,55.6,92.1,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031732,90,6,60.9,93.3,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031733,98.6,6,31.3,98.6,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031734,,9,28.6,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031735,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031738,85.7,8,,90.5,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031740,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031741,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031742,100,10,47.8,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031744,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031745,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031746,97,8,78.6,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031747,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031748,96.4,7,34.1,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031749,95.7,6,14.3,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031750,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031751,83.3,9,48,92.2,98,93.1,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031752,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031755,74.4,7,36.6,76.9,89.7,89.7,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031757,81.8,,,100,100,87.9,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031758,94.2,10,41.6,99,100,98.1,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031759,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031761,98,9,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031762,90,8,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031764,,7,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031765,94.7,5,15.5,100,99.4,99.7,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031766,71.4,5,,100,100,76.2,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031769,94.7,9,37.8,100,100,97.4,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031770,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031771,85.3,6,54.3,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031773,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031774,91.5,10,65.6,96.6,100,96.6,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031775,96.1,8,34.7,98.4,99.2,99.6,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031777,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031779,64.7,9,,97.6,100,76.5,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031780,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031781,97.4,9,74.3,99,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031783,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031784,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031786,90.6,5,15.2,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031789,,7,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031790,84.6,6,9.5,100,100,97.4,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031791,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031792,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031793,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031795,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031796,94.4,10,74.5,96.3,100,98.1,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031797,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031798,,7,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
031799,,6,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
041500,80.8,10,65.6,92,96.5,95.9,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
041501,98.6,9,84.9,99.4,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
041502,52.4,7,35.2,97.6,78.6,78.6,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
041503,100,10,68.1,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
041504,93,10,43.8,99.4,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
041507,99.4,10,77.2,100,100,99.4,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
041509,40,7,,100,88,72,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
041510,95.9,10,80.4,98.8,100,98.3,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
041511,99.7,10,69.4,100,100,99.7,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
041512,91.4,9,69.9,99.2,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
041515,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
041518,99.3,10,69.9,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
041519,97.8,9,56.3,98.5,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
041520,93.4,10,32.8,98.1,99.3,98.6,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
041521,99.4,8,64.3,99.7,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
041522,99.3,10,58.1,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
041523,100,9,54.6,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
041524,99.5,9,57,99.9,100,99.9,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
041525,100,10,56.6,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
041528,98.6,9,78.2,99.1,100,99.8,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
041529,100,10,80.2,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
041531,94.8,10,78.6,98.3,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
041532,95.5,9,76.5,98.8,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
041534,96.5,9,58.8,98.6,100,98.6,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
041535,99.1,10,53.8,100,99.5,99.5,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
041537,97.4,10,59.9,99,100,99.7,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
041538,100,10,71.9,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
041539,98.5,9,73.3,99.1,100,99.7,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
041547,99.9,10,77.7,99.9,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
041550,100,10,76.4,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
041551,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
041552,99.1,10,81.7,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
041554,96.4,8,16.1,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
041559,98.7,10,72.7,99.7,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
041560,95.1,10,73.9,97.3,100,98.7,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
041561,99.3,10,74.5,99.9,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
041564,98.7,10,59.5,99.9,100,99.9,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
041568,99.4,9,76.5,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
041571,99.9,10,74.7,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
041572,99.3,10,82.9,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
041573,100,9,60.4,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
041574,83.6,10,82.5,94.5,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
041575,97.9,9,80.1,99.4,99.8,99.8,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
041577,87.9,7,64.1,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
041578,99.2,10,74.4,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
041580,100,10,78.5,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
051501,94.5,10,50.2,98.6,100,98.6,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
051503,99.5,10,53.5,100,100,99.8,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
051504,98.2,10,50.4,99.4,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
051506,99.1,9,70.1,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
051507,99.7,9,66.8,100,100,99.9,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
051508,99.6,10,34.5,100,99.9,99.9,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
051512,100,10,45,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
051515,95.2,10,32.7,99.7,100,99.9,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
051517,98.3,9,65.2,99.5,99.5,99.3,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
051521,92,10,53.2,99,100,99.7,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
051522,92.8,10,39.3,98.9,99.9,99.9,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
051523,99,10,31,99.9,99.6,99.6,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
051524,100,9,44.7,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
051525,86.9,10,33,99.2,99.7,95.4,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
051526,98.5,10,70.2,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
051528,99.2,10,24.6,100,100,99.4,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
051531,99.6,10,58.7,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
051534,89.3,9,38.7,98.2,100,97.9,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
051535,98.7,10,58.2,99.6,100,99.8,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
051536,98.7,10,48.3,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
051537,100,9,54.4,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
051538,99.5,9,61.2,100,100,99.7,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
051540,99.2,10,65.9,99.7,99.9,99.6,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
051542,97.6,8,49.2,99.8,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
051543,98.2,10,84.6,99.3,99.9,99.5,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
051546,96.9,10,30.7,99.3,100,99.9,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
051547,99.9,10,65.5,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
051548,90.5,7,34.3,100,100,90.5,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
051551,99.3,10,45.9,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
051552,97.8,10,67.3,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
051555,99.7,10,52.5,100,100,99.9,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
051556,97.8,10,42.7,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
051557,99.9,10,52.7,99.9,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
051560,98.6,10,68.1,99.8,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
051561,90.3,8,61.5,100,98.9,98.9,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
051565,97.7,10,44.4,100,100,99.5,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
051567,97.1,10,66.9,99.5,100,99.6,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
051571,96.3,10,64.3,99.5,99.9,99.4,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
051573,99.7,10,81.8,99.9,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
051580,100,10,51.3,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
051582,98.8,10,31.1,100,100,99.8,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
051585,80,9,33.3,100,100,82.5,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
051589,97.6,10,45.2,100,100,99.8,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
051590,99.2,10,67.7,99.3,100,99.8,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
051592,100,10,47.4,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
051593,97.9,10,53.2,99.1,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
051595,91.8,10,61.3,99.7,100,99.9,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
051597,95.7,10,58.5,97.4,99.4,99.1,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
051598,92.1,10,55.7,98,99.9,97.8,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
051600,100,9,71.9,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
