ccn,cahps_summary_star,cahps_recommend_pct,cahps_rating_9_10_pct,cahps_communication_pct,cahps_symptoms_pct,cahps_respect_pct,cahps_timely_pct,cahps_emotional_pct,source,source_date
041537,3.0,80.0,80.0,79.0,75.0,89.0,76.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
041538,3.0,82.0,81.0,79.0,74.0,86.0,76.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
041539,2.0,79.0,81.0,78.0,70.0,86.0,80.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
041547,4.0,86.0,82.0,82.0,76.0,91.0,79.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
041550,,90.0,87.0,84.0,85.0,92.0,90.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
041552,4.0,85.0,86.0,87.0,80.0,94.0,84.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
041559,5.0,93.0,88.0,86.0,85.0,96.0,81.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
041560,,94.0,78.0,86.0,77.0,94.0,89.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
041561,3.0,86.0,84.0,81.0,74.0,91.0,77.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
041564,3.0,86.0,83.0,81.0,76.0,90.0,79.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
041568,,81.0,85.0,86.0,74.0,94.0,79.0,86.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
041571,4.0,84.0,80.0,81.0,80.0,90.0,80.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
041572,4.0,92.0,89.0,83.0,75.0,92.0,84.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
041573,,88.0,82.0,81.0,88.0,96.0,78.0,88.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
041574,,97.0,91.0,93.0,90.0,93.0,85.0,95.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
041575,5.0,89.0,87.0,86.0,78.0,94.0,87.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
041578,,93.0,91.0,91.0,86.0,95.0,89.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
041580,4.0,83.0,83.0,79.0,76.0,86.0,78.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051501,4.0,89.0,83.0,79.0,76.0,93.0,74.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051503,2.0,78.0,76.0,74.0,73.0,85.0,68.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051504,2.0,78.0,76.0,80.0,69.0,87.0,66.0,85.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051506,,84.0,82.0,80.0,80.0,91.0,71.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051507,3.0,83.0,79.0,83.0,73.0,87.0,74.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051508,3.0,88.0,82.0,82.0,74.0,91.0,74.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051512,3.0,82.0,81.0,80.0,73.0,88.0,77.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051515,3.0,80.0,76.0,80.0,71.0,87.0,66.0,86.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051517,4.0,92.0,88.0,85.0,83.0,93.0,82.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051521,2.0,79.0,74.0,79.0,71.0,86.0,61.0,85.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051522,3.0,83.0,80.0,80.0,74.0,89.0,71.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051523,3.0,84.0,78.0,78.0,74.0,88.0,69.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051524,4.0,93.0,87.0,86.0,75.0,94.0,80.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051525,2.0,69.0,73.0,77.0,72.0,87.0,64.0,84.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051526,4.0,92.0,84.0,82.0,75.0,92.0,76.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051528,3.0,82.0,79.0,78.0,75.0,87.0,70.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051531,4.0,94.0,90.0,83.0,76.0,92.0,83.0,95.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051534,4.0,89.0,91.0,88.0,79.0,93.0,81.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051535,4.0,85.0,85.0,83.0,77.0,94.0,79.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051536,4.0,94.0,90.0,87.0,82.0,95.0,80.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051537,4.0,89.0,84.0,85.0,77.0,92.0,77.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051538,4.0,87.0,89.0,86.0,81.0,94.0,84.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051540,3.0,92.0,83.0,80.0,75.0,92.0,75.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051542,4.0,91.0,88.0,86.0,82.0,93.0,83.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051543,4.0,91.0,85.0,84.0,78.0,92.0,78.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051546,3.0,84.0,82.0,82.0,74.0,88.0,77.0,87.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051547,4.0,89.0,85.0,83.0,79.0,92.0,77.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051551,3.0,82.0,81.0,82.0,73.0,91.0,69.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051552,4.0,89.0,84.0,83.0,75.0,90.0,79.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051555,3.0,80.0,78.0,80.0,73.0,88.0,73.0,88.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051556,4.0,81.0,82.0,84.0,76.0,91.0,75.0,88.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051557,4.0,92.0,88.0,85.0,80.0,93.0,85.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051560,4.0,91.0,83.0,86.0,78.0,94.0,78.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051561,,87.0,81.0,77.0,76.0,89.0,74.0,87.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051565,4.0,93.0,90.0,90.0,79.0,95.0,82.0,95.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051567,4.0,88.0,86.0,83.0,76.0,92.0,78.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051571,3.0,90.0,84.0,81.0,78.0,91.0,76.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051573,4.0,94.0,90.0,86.0,81.0,94.0,82.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051580,3.0,85.0,79.0,80.0,74.0,88.0,73.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051582,3.0,80.0,81.0,78.0,72.0,88.0,73.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051589,3.0,81.0,79.0,80.0,71.0,88.0,71.0,86.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051590,4.0,83.0,82.0,82.0,78.0,93.0,73.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051592,3.0,85.0,82.0,82.0,74.0,89.0,77.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051593,3.0,77.0,77.0,75.0,75.0,85.0,69.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051595,4.0,85.0,81.0,82.0,77.0,89.0,75.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051597,2.0,80.0,76.0,75.0,73.0,87.0,68.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051598,3.0,87.0,84.0,81.0,72.0,88.0,74.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051600,3.0,82.0,78.0,81.0,80.0,91.0,77.0,86.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051601,4.0,90.0,84.0,81.0,74.0,91.0,77.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051603,,71.0,72.0,73.0,69.0,89.0,61.0,87.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051608,3.0,85.0,81.0,78.0,72.0,88.0,71.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051609,5.0,92.0,91.0,89.0,83.0,95.0,83.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051614,4.0,88.0,85.0,83.0,75.0,91.0,78.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051615,4.0,91.0,84.0,85.0,81.0,93.0,78.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051619,4.0,88.0,85.0,84.0,77.0,91.0,76.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051629,4.0,94.0,89.0,85.0,79.0,93.0,74.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051632,3.0,85.0,79.0,80.0,75.0,88.0,72.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051634,4.0,86.0,84.0,82.0,76.0,94.0,81.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051645,5.0,92.0,89.0,87.0,82.0,94.0,83.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051646,4.0,91.0,87.0,82.0,77.0,93.0,79.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051647,,85.0,85.0,89.0,79.0,93.0,79.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051649,,87.0,82.0,80.0,70.0,92.0,71.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051650,5.0,96.0,92.0,90.0,87.0,96.0,86.0,96.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051651,,85.0,81.0,82.0,80.0,88.0,78.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051652,3.0,83.0,80.0,79.0,74.0,89.0,76.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051656,2.0,77.0,75.0,75.0,68.0,85.0,63.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051657,5.0,98.0,92.0,93.0,90.0,96.0,89.0,97.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051659,3.0,84.0,81.0,80.0,76.0,90.0,75.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051663,4.0,84.0,84.0,80.0,72.0,87.0,80.0,88.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051665,3.0,85.0,80.0,78.0,68.0,90.0,75.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051666,5.0,94.0,92.0,90.0,85.0,96.0,82.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051670,3.0,81.0,81.0,77.0,76.0,87.0,73.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051687,4.0,86.0,86.0,85.0,77.0,91.0,76.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051708,4.0,88.0,85.0,80.0,78.0,89.0,80.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051713,3.0,83.0,77.0,75.0,73.0,87.0,71.0,88.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051714,5.0,93.0,88.0,86.0,81.0,93.0,84.0,95.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051716,,77.0,80.0,77.0,72.0,89.0,74.0,85.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051717,,77.0,75.0,79.0,68.0,88.0,68.0,86.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051719,2.0,70.0,72.0,73.0,66.0,84.0,61.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051721,4.0,92.0,90.0,81.0,79.0,93.0,77.0,96.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051725,3.0,82.0,80.0,80.0,74.0,88.0,76.0,87.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051733,3.0,88.0,84.0,81.0,71.0,90.0,73.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051736,,97.0,90.0,91.0,84.0,95.0,88.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051737,,70.0,69.0,73.0,72.0,80.0,59.0,85.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051739,2.0,68.0,71.0,74.0,71.0,84.0,55.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051740,4.0,77.0,78.0,82.0,77.0,91.0,78.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051743,4.0,87.0,87.0,85.0,82.0,92.0,76.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051746,1.0,72.0,70.0,68.0,63.0,81.0,57.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051748,4.0,90.0,86.0,81.0,77.0,90.0,79.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051749,4.0,89.0,86.0,83.0,76.0,85.0,76.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051751,4.0,84.0,78.0,82.0,76.0,89.0,85.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051752,3.0,84.0,80.0,77.0,70.0,88.0,68.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051757,2.0,73.0,65.0,67.0,66.0,83.0,60.0,86.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051759,2.0,75.0,73.0,74.0,71.0,84.0,70.0,86.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051761,4.0,90.0,83.0,83.0,73.0,90.0,75.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051763,3.0,90.0,82.0,83.0,75.0,92.0,75.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051769,3.0,83.0,80.0,78.0,75.0,90.0,76.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051770,2.0,69.0,69.0,72.0,63.0,83.0,60.0,88.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051771,3.0,78.0,77.0,75.0,64.0,88.0,71.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051772,,65.0,70.0,71.0,66.0,84.0,75.0,80.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051778,3.0,82.0,74.0,74.0,65.0,86.0,58.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051779,2.0,78.0,78.0,75.0,74.0,87.0,65.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051786,,87.0,85.0,82.0,81.0,95.0,77.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051787,4.0,91.0,85.0,83.0,77.0,91.0,77.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051790,3.0,77.0,80.0,82.0,76.0,91.0,73.0,87.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051793,3.0,80.0,77.0,76.0,72.0,88.0,72.0,88.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051795,,86.0,79.0,82.0,68.0,93.0,74.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
051798,3.0,86.0,82.0,78.0,75.0,90.0,72.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
061500,4.0,86.0,85.0,84.0,77.0,92.0,79.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
061501,2.0,79.0,77.0,75.0,68.0,88.0,69.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
061503,2.0,80.0,77.0,75.0,68.0,86.0,61.0,83.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
061504,3.0,84.0,81.0,77.0,71.0,88.0,73.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
061505,,99.0,91.0,92.0,86.0,98.0,90.0,97.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
061506,,79.0,78.0,79.0,75.0,88.0,75.0,81.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
061508,4.0,86.0,84.0,83.0,76.0,91.0,74.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
061509,5.0,96.0,88.0,86.0,80.0,96.0,86.0,95.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
061510,4.0,88.0,85.0,83.0,76.0,92.0,79.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
061511,,89.0,86.0,91.0,84.0,100.0,79.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
061512,4.0,90.0,85.0,86.0,81.0,92.0,82.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
061515,,92.0,93.0,90.0,89.0,96.0,92.0,95.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
061516,4.0,91.0,86.0,84.0,77.0,93.0,79.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
061517,3.0,81.0,80.0,75.0,76.0,88.0,74.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
061522,,87.0,85.0,85.0,77.0,92.0,78.0,95.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
061525,,88.0,81.0,87.0,69.0,92.0,79.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
061527,4.0,93.0,88.0,84.0,76.0,94.0,82.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
061538,4.0,75.0,72.0,80.0,68.0,89.0,76.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
061545,3.0,82.0,80.0,77.0,73.0,88.0,73.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
061553,3.0,84.0,82.0,81.0,73.0,89.0,73.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
061554,,77.0,71.0,73.0,73.0,84.0,65.0,83.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
061558,3.0,79.0,76.0,78.0,68.0,87.0,71.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
061560,2.0,71.0,72.0,74.0,66.0,84.0,67.0,87.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
061561,3.0,81.0,76.0,75.0,68.0,90.0,71.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
061567,,89.0,82.0,81.0,79.0,92.0,71.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
061568,3.0,81.0,79.0,77.0,70.0,92.0,69.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
061569,,88.0,88.0,77.0,66.0,93.0,84.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
061570,3.0,81.0,80.0,81.0,70.0,90.0,74.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
061573,4.0,88.0,86.0,83.0,75.0,94.0,76.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
061576,1.0,75.0,73.0,72.0,64.0,86.0,66.0,88.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
061578,4.0,90.0,83.0,81.0,75.0,92.0,77.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
061583,3.0,82.0,82.0,80.0,78.0,90.0,73.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
061588,3.0,86.0,83.0,79.0,73.0,92.0,74.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
061590,4.0,89.0,84.0,81.0,74.0,92.0,77.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
061592,3.0,79.0,79.0,81.0,68.0,90.0,68.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
061593,,72.0,69.0,74.0,69.0,89.0,70.0,84.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
061594,4.0,82.0,78.0,81.0,71.0,90.0,75.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
061595,3.0,81.0,84.0,81.0,71.0,91.0,71.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
061600,,73.0,72.0,74.0,63.0,92.0,63.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
061602,5.0,93.0,92.0,92.0,86.0,97.0,87.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
061605,3.0,81.0,74.0,77.0,71.0,90.0,74.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
061608,,83.0,75.0,78.0,72.0,88.0,75.0,87.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
061612,2.0,80.0,73.0,75.0,64.0,89.0,74.0,86.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
061613,4.0,89.0,90.0,85.0,78.0,95.0,81.0,95.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
061615,,83.0,86.0,82.0,78.0,93.0,83.0,96.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
061616,4.0,84.0,81.0,83.0,75.0,92.0,82.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
061618,3.0,84.0,81.0,81.0,72.0,91.0,75.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
061624,,77.0,78.0,83.0,72.0,91.0,72.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
061626,,79.0,80.0,78.0,78.0,90.0,73.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
071500,4.0,89.0,84.0,83.0,77.0,92.0,78.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
071501,,92.0,89.0,79.0,68.0,94.0,76.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
071502,4.0,90.0,84.0,87.0,81.0,93.0,78.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
071504,,93.0,88.0,89.0,85.0,95.0,88.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
